Data Source,Indicator,Indicator Measure,Gender,Geography,Denominator,Numerator,Prevalence,Lower 95% CI (Prevalence),Upper 95% CI (Prevalence),Confidence interval type,Release Flag (Prevalence),Comparison with Canada
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,females,Newfoundland And Labrador,681,105,16.7,13.1,20.3,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,females,Yukon (Whitehorse),448,101,23.5,19.1,27.9,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,females,Northwest Territories (Yellowknife),363,79,23.0,17.5,28.4,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,females,Nunavut (Iqaluit),204,49,26.7,18.7,34.7,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Canada,7888,959,13.8,12.5,15.0,Wald,C,
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,British Columbia,742,101,16.7,13.0,20.4,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Alberta,722,105,17.9,14.1,21.7,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Saskatchewan,534,66,15.6,11.5,19.7,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Manitoba,628,103,20.3,16.2,24.5,Wald,C,significantly higher
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Ontario,1288,161,13.1,10.7,15.5,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Quebec,1106,101,10.0,7.7,12.3,Wald,C,significantly lower
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,New Brunswick,537,76,17.2,12.8,21.7,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Nova Scotia,563,61,12.3,8.5,16.0,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Prince Edward Island,444,49,13.8,9.5,18.0,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Newfoundland And Labrador,515,41,9.5,5.8,13.2,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Yukon (Whitehorse),306,38,15.7,10.3,21.0,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Northwest Territories (Yellowknife),331,35,11.8,7.2,16.5,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of major depressive disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of major depressive disorder,males,Nunavut (Iqaluit),172,22,17.9,9.8,26.1,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Canada,11800,743,6.3,5.6,7.0,Wald,C,
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,British Columbia,1097,61,6.0,4.2,7.8,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Alberta,1050,76,7.3,5.5,9.1,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Saskatchewan,859,44,3.9,2.6,5.2,Wald,C,significantly lower
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Manitoba,942,80,9.3,6.9,11.8,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Ontario,1902,134,6.8,5.5,8.1,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Quebec,1640,77,4.8,3.6,6.1,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,New Brunswick,834,56,7.0,4.6,9.3,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Nova Scotia,920,65,7.8,5.4,10.2,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Prince Edward Island,777,37,5.6,3.3,7.8,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Newfoundland And Labrador,802,44,5.4,3.7,7.1,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Yukon (Whitehorse),405,29,6.2,3.8,8.6,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Northwest Territories (Yellowknife),349,25,8.3,4.5,12.0,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),all adults,Nunavut (Iqaluit),223,15,8.0,2.0,14.0,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),females,Canada,6749,512,7.9,6.9,8.9,Wald,C,
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),females,British Columbia,619,45,8.1,5.5,10.7,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),females,Alberta,571,51,9.6,6.7,12.5,Wald,C,not significantly different
